,Circuit breaker Open/Close Status,Disconnector Open/Close Status,Earth switch Open/Close Status,Protection system healthy (Trip circuit healthy),Control level - Local or remote,Protection tripped,Circuit breaker mechanical failure,Auxiliary power failure,Intertrip command send,Intertrip command receive,Current Line 'L1',Current Line 'L2',Current Line 'L3',Voltage Phase 'L1-N',Voltage Phase 'L2-N',Voltage Phase 'L3-N',Active Power,Reactive power,Frequency,Power Factor
15,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,156,156,156,37156,37156,37156,14821431,9136637,50.0,0.85
16,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,156,156,156,37155,37155,37155,14838936,9133094,50.0,0.85
17,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,156,156,156,37155,37155,37155,14856238,9129863,50.0,0.85
18,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,156,156,156,37155,37155,37155,14873327,9126946,50.0,0.85
19,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,156,156,156,37155,37155,37155,14890191,9124345,50.0,0.85
20,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,156,156,156,37155,37155,37155,14906817,9122063,50.0,0.85
21,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,156,156,156,37154,37154,37154,14923194,9120099,50.0,0.85
22,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37154,37154,37154,14939312,9118457,50.0,0.85
23,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37154,37154,37154,14955159,9117136,50.0,0.85
24,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37154,37154,37154,14970725,9116138,50.0,0.85
25,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37153,37153,37153,14985998,9115464,50.0,0.85
26,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37153,37153,37153,15000968,9115114,50.0,0.85
27,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37153,37153,37153,15015625,9115087,50.0,0.85
28,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37152,37152,37152,15029959,9115385,50.0,0.86
29,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37152,37152,37152,15043960,9116007,50.0,0.86
30,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,157,157,157,37151,37151,37151,15057618,9116953,50.0,0.86
31,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37151,37151,37151,15070924,9118221,50.0,0.86
32,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37151,37151,37151,15083870,9119811,50.0,0.86
33,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37150,37150,37150,15096445,9121722,50.0,0.86
34,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37150,37150,37150,15108642,9123953,50.0,0.86
35,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37149,37149,37149,15120452,9126502,50.0,0.86
36,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37149,37149,37149,15131867,9129367,50.0,0.86
37,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37148,37148,37148,15142879,9132546,50.0,0.86
38,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37148,37148,37148,15153481,9136037,50.0,0.86
39,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37147,37147,37147,15163665,9139838,50.0,0.86
40,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,158,158,158,37147,37147,37147,15173424,9143946,50.0,0.86
41,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37146,37146,37146,15182752,9148358,50.0,0.86
42,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37146,37146,37146,15191643,9153072,50.0,0.86
43,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37145,37145,37145,15200089,9158083,50.0,0.86
44,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37145,37145,37145,15208086,9163389,50.0,0.86
45,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37144,37144,37144,15215628,9168986,50.0,0.86
46,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37143,37143,37143,15222709,9174870,50.0,0.86
47,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37143,37143,37143,15229326,9181037,50.0,0.86
48,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37142,37142,37142,15235472,9187483,50.0,0.86
49,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37142,37142,37142,15241145,9194203,50.0,0.86
50,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37141,37141,37141,15246340,9201193,50.0,0.86
51,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37140,37140,37140,15251054,9208448,50.0,0.86
52,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,159,159,159,37140,37140,37140,15255283,9215963,50.0,0.86
53,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37139,37139,37139,15259025,9223732,50.0,0.86
54,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37139,37139,37139,15262277,9231751,50.0,0.86
55,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37138,37138,37138,15265036,9240015,50.0,0.86
56,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37137,37137,37137,15267302,9248516,50.0,0.86
57,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37137,37137,37137,15269071,9257250,50.0,0.86
58,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37136,37136,37136,15270344,9266211,50.0,0.85
59,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37135,37135,37135,15271119,9275392,50.0,0.85
60,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37135,37135,37135,15271396,9284787,50.0,0.85
61,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37134,37134,37134,15271174,9294390,50.0,0.85
62,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37133,37133,37133,15270454,9304194,50.0,0.85
63,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37133,37133,37133,15269236,9314193,50.0,0.85
64,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37132,37132,37132,15267521,9324379,50.0,0.85
65,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37131,37131,37131,15265310,9334745,50.0,0.85
66,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37131,37131,37131,15262605,9345285,50.0,0.85
67,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37130,37130,37130,15259407,9355992,50.0,0.85
68,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37129,37129,37129,15255719,9366857,50.0,0.85
69,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37129,37129,37129,15251544,9377873,50.0,0.85
70,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37128,37128,37128,15246883,9389034,50.0,0.85
71,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37127,37127,37127,15241741,9400331,50.0,0.85
72,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37127,37127,37127,15236121,9411757,50.0,0.85
73,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37126,37126,37126,15230026,9423303,50.0,0.85
74,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37125,37125,37125,15223462,9434962,50.0,0.85
75,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37125,37125,37125,15216431,9446727,50.0,0.85
76,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37124,37124,37124,15208940,9458588,50.0,0.85
77,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37123,37123,37123,15200994,9470537,50.0,0.85
78,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37123,37123,37123,15192597,9482568,50.0,0.85
79,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37122,37122,37122,15183756,9494670,50.0,0.85
80,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37122,37122,37122,15174476,9506837,50.0,0.85
81,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37121,37121,37121,15164764,9519059,50.0,0.85
82,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37120,37120,37120,15154627,9531329,50.0,0.85
83,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37120,37120,37120,15144072,9543637,50.0,0.85
84,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37119,37119,37119,15133105,9555976,50.0,0.85
85,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37118,37118,37118,15121735,9568338,50.0,0.85
86,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37118,37118,37118,15109969,9580712,50.0,0.84
87,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37117,37117,37117,15097815,9593092,50.0,0.84
88,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37117,37117,37117,15085282,9605469,50.0,0.84
89,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37116,37116,37116,15072378,9617834,50.0,0.84
90,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37116,37116,37116,15059112,9630179,50.0,0.84
91,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37115,37115,37115,15045493,9642494,50.0,0.84
92,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37115,37115,37115,15031530,9654773,50.0,0.84
93,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37114,37114,37114,15017234,9667007,50.0,0.84
94,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37114,37114,37114,15002613,9679186,50.0,0.84
95,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37113,37113,37113,14987678,9691303,50.0,0.84
96,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37113,37113,37113,14972439,9703350,50.0,0.84
97,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37112,37112,37112,14956907,9715317,50.0,0.84
98,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37112,37112,37112,14941092,9727198,50.0,0.84
99,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37111,37111,37111,14925005,9738984,50.0,0.84
100,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,160,160,160,37111,37111,37111,14908657,9750666,50.0,0.84
