,Circuit breaker Open/Close Status,Disconnector Open/Close Status,Earth switch Open/Close Status,Protection system healthy (Trip circuit healthy),Control level - Local or remote,Protection tripped,Circuit breaker mechanical failure,Auxiliary power failure,Intertrip command send,Intertrip command receive,Current Line 'L1',Current Line 'L2',Current Line 'L3',Voltage Phase 'L1-N',Voltage Phase 'L2-N',Voltage Phase 'L3-N',Active Power,Reactive power,Frequency,Power Factor
27,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,315,315,315,37153,37153,37153,-30031250,-18230175,50.0,0.85
28,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,315,315,315,37152,37152,37152,-30059918,-18230771,50.0,0.86
29,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,315,315,315,37152,37152,37152,-30087920,-18232015,50.0,0.86
30,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,315,315,315,37151,37151,37151,-30115237,-18233906,50.0,0.86
31,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,316,316,316,37151,37151,37151,-30141849,-18236443,50.0,0.86
32,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,316,316,316,37151,37151,37151,-30167740,-18239623,50.0,0.86
33,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,316,316,316,37150,37150,37150,-30192891,-18243445,50.0,0.86
34,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,316,316,316,37150,37150,37150,-30217285,-18247907,50.0,0.86
35,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,316,316,316,37149,37149,37149,-30240905,-18253004,50.0,0.86
36,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,317,317,317,37149,37149,37149,-30263735,-18258734,50.0,0.86
37,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,317,317,317,37148,37148,37148,-30285759,-18265092,50.0,0.86
38,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,317,317,317,37148,37148,37148,-30306962,-18272075,50.0,0.86
39,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,317,317,317,37147,37147,37147,-30327330,-18279677,50.0,0.86
40,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,317,317,317,37147,37147,37147,-30346849,-18287893,50.0,0.86
41,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,318,318,318,37146,37146,37146,-30365505,-18296717,50.0,0.86
42,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,318,318,318,37146,37146,37146,-30383286,-18306144,50.0,0.86
43,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,318,318,318,37145,37145,37145,-30400179,-18316167,50.0,0.86
44,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,318,318,318,37145,37145,37145,-30416172,-18326779,50.0,0.86
45,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,318,318,318,37144,37144,37144,-30431256,-18337973,50.0,0.86
46,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,319,319,319,37143,37143,37143,-30445419,-18349741,50.0,0.86
47,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,319,319,319,37143,37143,37143,-30458652,-18362075,50.0,0.86
48,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,319,319,319,37142,37142,37142,-30470945,-18374966,50.0,0.86
49,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,319,319,319,37142,37142,37142,-30482291,-18388407,50.0,0.86
50,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,319,319,319,37141,37141,37141,-30492681,-18402386,50.0,0.86
51,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,319,319,319,37140,37140,37140,-30502109,-18416896,50.0,0.86
52,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,319,319,319,37140,37140,37140,-30510567,-18431926,50.0,0.86
53,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37139,37139,37139,-30518050,-18447465,50.0,0.86
54,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37139,37139,37139,-30524554,-18463503,50.0,0.86
55,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37138,37138,37138,-30530073,-18480030,50.0,0.86
56,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37137,37137,37137,-30534604,-18497033,50.0,0.86
57,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37137,37137,37137,-30538143,-18514501,50.0,0.86
58,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37136,37136,37136,-30540688,-18532423,50.0,0.85
59,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37135,37135,37135,-30542238,-18550785,50.0,0.85
60,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37135,37135,37135,-30542792,-18569575,50.0,0.85
61,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37134,37134,37134,-30542348,-18588781,50.0,0.85
62,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37133,37133,37133,-30540908,-18608389,50.0,0.85
63,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37133,37133,37133,-30538472,-18628386,50.0,0.85
64,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37132,37132,37132,-30535042,-18648758,50.0,0.85
65,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37131,37131,37131,-30530620,-18669491,50.0,0.85
66,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37131,37131,37131,-30525210,-18690571,50.0,0.85
67,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37130,37130,37130,-30518815,-18711984,50.0,0.85
68,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37129,37129,37129,-30511439,-18733714,50.0,0.85
69,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37129,37129,37129,-30503088,-18755747,50.0,0.85
70,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37128,37128,37128,-30493767,-18778069,50.0,0.85
71,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37127,37127,37127,-30483483,-18800663,50.0,0.85
72,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37127,37127,37127,-30472242,-18823514,50.0,0.85
73,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37126,37126,37126,-30460053,-18846607,50.0,0.85
74,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37125,37125,37125,-30446924,-18869925,50.0,0.85
75,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37125,37125,37125,-30432863,-18893454,50.0,0.85
76,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37124,37124,37124,-30417881,-18917176,50.0,0.85
77,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37123,37123,37123,-30401988,-18941075,50.0,0.85
78,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37123,37123,37123,-30385194,-18965136,50.0,0.85
79,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37122,37122,37122,-30367512,-18989341,50.0,0.85
80,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37122,37122,37122,-30348952,-19013674,50.0,0.85
81,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37121,37121,37121,-30329529,-19038119,50.0,0.85
82,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37120,37120,37120,-30309255,-19062658,50.0,0.85
83,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37120,37120,37120,-30288144,-19087275,50.0,0.85
84,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37119,37119,37119,-30266211,-19111953,50.0,0.85
85,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37118,37118,37118,-30243471,-19136676,50.0,0.85
86,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37118,37118,37118,-30219939,-19161425,50.0,0.84
87,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37117,37117,37117,-30195631,-19186185,50.0,0.84
88,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37117,37117,37117,-30170564,-19210939,50.0,0.84
89,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37116,37116,37116,-30144756,-19235668,50.0,0.84
90,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,321,321,321,37116,37116,37116,-30118224,-19260358,50.0,0.84
91,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37115,37115,37115,-30090986,-19284989,50.0,0.84
92,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37115,37115,37115,-30063061,-19309547,50.0,0.84
93,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37114,37114,37114,-30034468,-19334014,50.0,0.84
94,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37114,37114,37114,-30005227,-19358372,50.0,0.84
95,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37113,37113,37113,-29975357,-19382606,50.0,0.84
96,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37113,37113,37113,-29944879,-19406700,50.0,0.84
97,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37112,37112,37112,-29913815,-19430635,50.0,0.84
98,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37112,37112,37112,-29882184,-19454397,50.0,0.84
99,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37111,37111,37111,-29850010,-19477968,50.0,0.84
100,1,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,320,320,320,37111,37111,37111,-29817314,-19501333,50.0,0.84
