,t,ct:CT1:Ia_ka,ct:CT1:Ib_ka,ct:CT1:Ic_ka,ct:CT1:Pa_mw,ct:CT1:Pb_mw,ct:CT1:Pc_mw,ct:CT1:Qa_mvar,ct:CT1:Qb_mvar,ct:CT1:Qc_mvar,bus:bus1:vm_a_kv,bus:bus1:vm_b_kv,bus:bus1:vm_c_kv,ct:CT2:Ia_ka,ct:CT2:Ib_ka,ct:CT2:Ic_ka,ct:CT2:Pa_mw,ct:CT2:Pb_mw,ct:CT2:Pc_mw,ct:CT2:Qa_mvar,ct:CT2:Qb_mvar,ct:CT2:Qc_mvar,ct:CT3:Ia_ka,ct:CT3:Ib_ka,ct:CT3:Ic_ka,ct:CT3:Pa_mw,ct:CT3:Pb_mw,ct:CT3:Pc_mw,ct:CT3:Qa_mvar,ct:CT3:Qb_mvar,ct:CT3:Qc_mvar,cb:CB1:closed,cb:CB2:closed,cb:CB3:closed
10,1.0,0.3160263611641978,0.30668224030957975,0.31099404488318233,-9.958685323977155,-9.691428823547247,-9.812517221355094,-6.195214467360259,-6.023653350895193,-6.099100550934654,64.28020262209378,64.44528595778378,64.34636369379878,0.15801318058210237,0.15334112015479331,0.15549702244159458,4.97934266198868,4.845714411773722,4.9062586106776465,3.0976072336802103,3.0118266754476792,3.049550275467408,0.15801318058210007,0.15334112015479104,0.15549702244159233,4.979342661988646,4.845714411773691,4.9062586106776145,3.0976072336801006,3.0118266754475678,3.049550275467299,True,True,True
11,1.1,0.31157966219823746,0.3090669600914726,0.3137430931077229,-9.837279147044594,-9.76410807514692,-9.897904374602854,-6.106046359495815,-6.058021120160392,-6.143762160931861,64.36272631100348,64.39565606431775,64.31307844065846,0.15365642038114086,0.15549103251866936,0.1580478205618555,4.851826364125014,4.912291371253455,4.985527966365902,3.010338925059702,3.0478018910365456,3.0957736967142693,0.15792324675524316,0.15357592757605568,0.15569527726891644,4.985452782919817,4.851816703893702,4.912376408237187,3.095707434436773,3.0102192291245062,3.04798846421825,True,True,True
12,1.2,0.31649883794035466,0.30714034023479003,0.3114594419411448,-9.983376719517755,-9.715455992235446,-9.836846492774745,-6.188581148687171,-6.017179981436163,-6.092553688831177,64.2798849588115,64.44505548428664,64.34598503431582,0.15824941897017974,0.15357017011739746,0.1557297209705748,4.991688359758915,4.85772799611776,4.91842324638741,3.0942905743436957,3.0085899907181926,3.046276844415699,0.15824941897017974,0.15357017011739746,0.1557297209705748,4.991688359758915,4.85772799611776,4.91842324638741,3.0942905743436957,3.0085899907181926,3.046276844415699,True,True,True
13,1.3,0.31204679635583343,0.309530535382278,0.314213908228923,-9.861442272170578,-9.788091632880901,-9.922217427588281,-6.099892388003356,-6.051907370759911,-6.137573901645477,64.36239153512773,64.3952929332983,64.31266870353302,0.15816000632115418,0.15380624861700518,0.155928956613984,4.997698706914196,4.863733807460262,4.924443249001173,3.092592676767038,3.0071796700050037,3.0449147922127486,0.1538867950065237,0.1557242867687997,0.15828495635996165,4.863743565256307,4.924357825420568,4.997774178587035,3.007299711236097,3.0447277007546845,3.092659109432508,True,True,True
14,1.4,0.30760172759284954,0.3119281861869447,0.3169747742206663,-9.739079800832014,-9.860767605156308,-10.007653792280864,-6.011498700983668,-6.0868086092935245,-6.182761804761954,64.44470912733262,64.34548884801218,64.27943991508668,0.15380086379642888,0.1559640930934765,0.15848738711033733,4.869539900416085,4.930383802578235,5.003826896140515,3.005749350491998,3.043404304646927,3.091380902381142,0.15380086379642893,0.1559640930934765,0.1584873871103373,4.869539900416086,4.930383802578236,5.003826896140514,3.0057493504919983,3.0434043046469266,3.091380902381142,True,True,True
15,1.5,0.31468742255084053,0.3125166048464226,0.30999673475796274,-9.946086050568416,-9.885163571620076,-9.811636692137244,-6.132201694253811,-6.094549575752654,-6.0465986335558375,64.31213713449655,64.36193565527529,64.39481364708384,0.15852345401945325,0.15411848599428662,0.15595886155397162,5.009796513282909,4.875442824281384,4.936203722131668,3.089955608629991,3.0046605759676694,3.0420584570802385,0.15616397329837384,0.15839812385704619,0.15403787320780093,4.936289537285413,5.009720747338596,4.875432970005479,3.04224608562327,3.0898889997844323,3.0045401764750457,True,True,True
16,1.6,0.3149247507035158,0.3127520741713198,0.31023038402434194,-9.957833197532693,-9.896838160295623,-9.823224559700057,-6.129826280381037,-6.092186999267678,-6.044250760106735,64.31182611683985,64.36166268966018,64.39453085318732,0.15628176416005957,0.15851746997483582,0.15415395847959576,4.942119798162955,5.015637484280719,4.88119077399572,3.041065914560703,3.088693666863067,3.003372749227023,0.15864299132142515,0.15423460921768206,0.15607642554872292,5.015713399370003,4.88120067601517,4.9420337857045995,3.0887603658210496,3.0034933324053297,3.040878010880429,True,True,True
17,1.7,0.31263451729732183,0.3176920572006474,0.3082969588319155,-9.895740855881074,-10.043147298490924,-9.773617877208597,-6.079728034691635,-6.175593122948425,-6.004495278163339,64.34452733694289,64.27853636376346,64.4439745320879,0.156317258648665,0.1588460286003278,0.1541484794159618,4.947870427940544,5.02157364924547,4.886808938604306,3.039864017346094,3.0877965614744887,3.002247639081947,0.156317258648665,0.1588460286003278,0.15414847941596183,4.947870427940544,5.021573649245469,4.8868089386043065,3.039864017346095,3.0877965614744887,3.0022476390819466,True,True,True
18,1.8,0.31069791143337794,0.3153996651228293,0.3132232659626074,-9.845991254881834,-9.980912900246956,-9.919775202737119,-6.040176008679254,-6.1257049301810556,-6.0880875600591535,64.39387995167019,64.31111470447858,64.36102766428196,0.15631166885313458,0.15888219768357792,0.15446697861085093,4.953488161229806,5.0273383296213625,4.892513089986726,3.0388294943557903,3.0866869696312684,3.0014674733493956,0.15438624258448916,0.15651747223903353,0.15875629240486464,4.892503093652142,4.953574570625707,5.027262112750504,3.0013465143241267,3.0390179605504506,3.086620086710419,True,True,True
19,1.9,0.315636898108825,0.3134586378919371,0.31093144174618775,-9.992229632920786,-9.931021931508083,-9.857154474199751,-6.123961801602259,-6.086353490300672,-6.038451907184247,64.31071480695246,64.3606660486637,64.3935122978299,0.1566352141166534,0.15887559105052068,0.15450226860171534,4.959191228948226,5.032962034679619,4.8980498539939425,3.038151572974488,3.0857432519830956,3.000489087392701,0.15900168880278054,0.154583051910134,0.15642917314883115,5.033038403972456,4.89805989682836,4.959104620205706,3.085810228627441,3.000610238317245,3.0379628197912156,True,True,True
20,2.0,0.30899182792103136,0.31334049822510834,0.31840912169221164,-9.8068899615228,-9.92943279098778,-10.07734022483042,-5.999351411380541,-6.074529679521489,-6.170335067644251,64.44298609160079,64.34331063455669,64.27735483840183,0.15449591396051338,0.1566702491125518,0.1592045608461035,4.903444980761383,4.964716395493874,5.038670112415193,2.999675705690132,3.0372648397606055,3.085167533821987,0.15449591396051338,0.1566702491125518,0.1592045608461035,4.903444980761383,4.964716395493874,5.038670112415193,2.999675705690132,3.0372648397606055,3.085167533821987,True,True,True
21,2.1,0.3113971685896953,0.31611003499808393,0.3139280600343431,-9.879002394856249,-10.014378072829754,-9.953033256724376,-6.035636118731038,-6.12111656705934,-6.08352254960684,64.39269386304184,64.30982802367194,64.35985587309182,0.15666351078757734,0.15924000335494906,0.15481454480343845,4.970096830089808,5.044194234272454,4.9089156991073875,3.036547586654941,3.0843796427785373,2.999210074082279,0.15473365780673706,0.15687003647527867,0.1591135203301686,4.908905564766496,4.9701838385573565,5.044117557617044,2.9990885320760956,3.0367369242807993,3.084312475524561,True,True,True
22,2.2,0.31634558833157717,0.314161762410489,0.3116290199992504,-10.025194595044963,-9.963782762445103,-9.889672117406093,-6.1200163936907215,-6.082427601713812,-6.034546344887655,64.30934175545059,64.35940787743364,64.39224365077757,0.15698694296417137,0.1592319746632816,0.1548488495251404,4.975552253230767,5.04956551043887,4.914207072729602,3.036189624222007,3.0837595054610865,2.9985463553391076,0.1593586502102252,0.15492979286136743,0.15678017047885887,5.0496423418143195,4.914217252006354,4.975465044676612,3.08382676946932,2.998668096253331,3.035999989549153,True,True,True
23,2.3,0.31658023250826905,0.31439456172197516,0.3118599679415276,-10.035829391058703,-9.97435163089526,-9.90016255525842,-6.119132225772735,-6.0815473734011105,-6.033669684457758,64.30882734720451,64.35893168540888,64.39176651894849,0.15947683971926083,0.15504459493972075,0.15689637563158426,5.0549989105599975,4.919429706975135,4.980743071904436,3.083382699907347,2.998232035134538,3.0355595912055016,0.15710339764241457,0.1593499719110265,0.15496359231480397,4.980830480498826,5.054921923920243,4.919419483354103,3.035749525865774,3.0833153382669596,2.998110093252641,True,True,True
24,2.4,0.3146262862127775,0.3120898420140886,0.3168137944181829,-9.98473261604706,-9.91046651611166,-10.046275169494637,-6.080882459287285,-6.03300672984692,-6.118464660500525,64.35842762785994,64.39126279840512,64.30828515635008,0.1594674250178127,0.15507780151359934,0.1572193145943045,5.060183125657203,4.924539223051302,4.9860149015016955,3.0829802738568377,2.997780040663897,3.035416926561987,0.15515886633806986,0.15701204050546022,0.1595944846877919,4.924549490389989,4.985927293060491,5.060260267993073,2.9979021854308328,3.035226689183409,3.0830477339389226,True,True,True
25,2.5,0.314503571834592,0.3195907610615831,0.31013655491404785,-9.982178379376386,-10.130869665615476,-9.85897685521012,-6.070129561605284,-6.165899462835537,-5.9949909135259976,64.3407370811175,64.27478885331881,64.44079209200648,0.15725178591729813,0.1597953805307937,0.15506827745702606,4.9910891896882355,5.065434832807782,4.9294884276051025,3.035064780802724,3.0829497314178496,2.9974954567630814,0.15725178591729813,0.1597953805307937,0.15506827745702606,4.9910891896882355,5.065434832807782,4.9294884276051025,3.035064780802724,3.0829497314178496,2.9974954567630814,True,True,True
26,2.6,0.31508582953216363,0.31254569274417227,0.3172769848582835,-10.004902601077449,-9.930486881494199,-10.066571160776215,-6.080200214078362,-6.032323575166265,-6.117780984205205,64.35733733461323,64.39017700527447,64.30711895125377,0.15970035353549225,0.1553042833741836,0.1574491945665812,5.070405533033489,4.934486715287101,4.996088173170613,3.0826382790630973,2.997439379299525,3.0350750460208507,0.15538548116754913,0.15724140937516357,0.1598277951763494,4.934497068044136,4.9960001662072715,5.070482987605776,2.9975619350155926,3.0348841958670683,3.082705938184684,True,True,True
27,2.7,0.3153133111120887,0.3127713348367649,0.3175062734719298,-10.014677772198015,-9.940189559756915,-10.076407458174673,-6.080183333424464,-6.032303826624847,-6.117765324357913,64.35675185488502,64.3895956843232,64.3064957457895,0.15981565800734485,0.15541638981254852,0.15756298888580922,5.075359729998912,4.939307647809598,5.000970117290535,3.082631574154543,2.9974289957814375,3.0350659906231816,0.15549765828903359,0.15735494502947897,0.15994328948097358,4.939318042199202,5.000881911947415,5.075437340884237,2.997551759269974,3.0348748308434623,3.0826993337347854,True,True,True
28,2.8,0.31553904366164043,0.3129952342151931,0.3177338002756063,-10.024237411995882,-9.949678317908958,-10.086026916652951,-6.080382667589181,-6.032498686694667,-6.117967169245524,64.35614002102992,64.3889892773943,64.30584637469217,0.15560897225308334,0.1574676038655458,0.1600578969603162,4.944032709313054,5.005656043855621,5.08028246985898,2.997648244739904,3.034973414551103,3.0828022834205226,0.15993007660593156,0.15552763035499118,0.1576759082202353,5.080204702682771,4.944022274053279,5.005744446793913,3.0827344228491658,2.997525272143454,3.0351648858248934,True,True,True
29,2.9,0.317959399332127,0.3157628625507786,0.3132172275729107,-10.095422940789907,-10.03357496620961,-9.958946650243833,-6.118386372062945,-6.0807980716088865,-6.03290801370628,64.30517128758282,64.35550225654987,64.38835820366715,0.16017153403115847,0.15571934187590272,0.15757930371285667,5.085015052575417,4.948637836965201,5.010319288613617,3.0830147123424485,2.997851321292434,3.035179875306509,0.1577878702158986,0.16004352588501147,0.15563792386548692,5.0104078882146155,5.084937129244536,4.948627361630343,3.0353716597206595,3.0829467503166175,2.9977281383999372,True,True,True
30,3.0,0.3134371534419207,0.31818290656484394,0.31598460499730047,-9.967988202165243,-10.104589088337569,-10.042684032824807,-6.033531519132352,-6.119022637170157,-6.0814292525663145,64.38770289914227,64.30447095161017,64.35483900262258,0.15768996332582091,0.16028411804699555,0.15582868688539386,5.014868448920644,5.089631844232691,4.953130267826733,3.035494067554781,3.083336470634583,2.998160845802498,0.15574719012160138,0.15789879344262128,0.16015592333444176,4.95311975324465,5.01495724410493,5.089553764998126,2.998037451577459,3.03568616653546,3.0832684067637057,True,True,True
31,3.1,0.3162041102014257,0.3136548523263096,0.31840415989330756,-10.051558366466697,-9.97679677454721,-10.113519074641722,-6.082275769811913,-6.034368767805477,-6.1198755203158255,64.35415071778833,64.38702381633321,64.30374585111838,0.15593692798762468,0.15779950245105465,0.16039556736646543,4.957506921828005,5.019300405688905,5.094129679411641,2.998576602265506,3.035915771984192,3.0837673335825326,0.1602671874483881,0.15585534988082905,0.15800859746133264,5.094051444638795,4.957496368858406,5.019389395230183,3.0836991675465715,2.9984529958214496,3.0361081867334563,True,True,True
32,3.2,0.3116758856771509,0.31606766277088194,0.32118047230649777,-9.923357620024097,-10.047376421840754,-10.197035606027576,-5.997825828897882,-6.073017234040934,-6.168872343126581,64.43664024024174,64.33606675078816,64.27002230750911,0.15583794283856972,0.15803383138543523,0.1605902361532431,4.961678810011967,5.0236882109202945,5.098517803013706,2.998912914448665,3.0365086170201914,3.084436171563016,0.15583794283856972,0.15803383138543523,0.1605902361532431,4.961678810011967,5.0236882109202945,5.098517803013706,2.998912914448665,3.0365086170201914,3.084436171563016,True,True,True
33,3.3,0.3140829417992659,0.3188392672904448,0.31663577638293006,-9.993690986970908,-10.13064623865437,-10.068578662148829,-6.036682023048277,-6.122228622730233,-6.084612313960567,64.38559620655414,64.30222337785588,64.35270097440969,0.15801490357860784,0.16061474077604349,0.1561497865733874,5.0278006361144465,5.102756228547494,4.965900977897046,3.0370804723595786,3.0849551013770578,2.999725583622756,0.15606803822635198,0.1582245314678864,0.1604859950671156,4.9658903508565695,5.027890010106986,5.1026776842518915,2.999601550689252,3.03727352135373,3.0848867303383627,True,True,True
34,3.4,0.3216138475462455,0.3120953642468378,0.31649390871218025,-10.213782871075443,-9.939652538802003,-10.063878940814186,-6.171681602299512,-6.000544044825756,-6.07577354325707,64.2684280519086,64.4352391727104,64.33452248210061,0.160806923773125,0.15604768212342113,0.15824695435609235,5.106891435537717,4.969826269400998,5.03193947040709,3.085840801149922,3.000272022413044,3.037886771628701,0.160806923773125,0.15604768212342113,0.15824695435609235,5.106891435537717,4.969826269400998,5.03193947040709,3.085840801149922,3.000272022413044,3.037886771628701,True,True,True
35,3.5,0.31926346977130504,0.31705661927322815,0.31450026435515255,-10.146757468638514,-10.08458918319661,-10.009582962878806,-6.125439168035696,-6.0878012390592104,-6.039841379955378,64.30060807310993,64.35115702934836,64.38407931229135,0.16082842373273212,0.15635730527394448,0.15822488737148033,5.11087104542179,4.973796988761011,5.035796671421404,3.0865747285578666,3.001295086958572,3.038670754135574,0.1584350510104057,0.16069931927827708,0.1562753769894394,5.0358864232166844,5.110792194435557,4.97378629145736,3.0388644394777744,3.0865061521005837,3.001170625819751,True,True,True
36,3.6,0.3169087000551633,0.32203564583491295,0.3125035609547477,-10.079350784106975,-10.229484053924027,-9.954929381263947,-6.079376918494077,-6.175350408264385,-6.004099258363832,64.3328924546116,64.26673827490156,64.43374941475892,0.15845435002758443,0.16101782291745928,0.15625178047737662,5.039675392053558,5.114742026962084,4.977464690632045,3.03968845924712,3.0876752041322746,3.0020496291819976,0.15845435002758443,0.16101782291745928,0.15625178047737662,5.039675392053558,5.114742026962084,4.977464690632045,3.03968845924712,3.0876752041322746,3.0020496291819976,True,True,True
37,3.7,0.3174654368677149,0.3149056279454585,0.31967555568702394,-10.099546028434798,-10.024429125872878,-10.161808586233885,-6.091833747572999,-6.043838123627793,-6.129498298597485,64.34952314137229,64.3824773141683,64.29890439417025,0.1565588913736586,0.15842885402313622,0.1610360059031245,4.9811733036718735,5.043266585726859,5.1184518787006414,3.0032807830608976,3.0406822303967638,3.0886217462242134,0.16090655079286892,0.15647677392815137,0.15863955477341357,5.118372724763107,4.981162540146202,5.04335670753343,3.0885529645121523,3.003155893231081,3.040876552373324,True,True,True
38,3.8,0.3173108564985114,0.3224446671274424,0.3128993143766088,-10.093749526430193,-10.244096100952355,-9.969146258816242,-6.0838174290971025,-6.179868647943909,-6.008481672468446,64.33118116069221,64.264957640359,64.43217506869763,0.15865542824925483,0.16122233356372034,0.1564496571883035,5.046874763215075,5.122048050476157,4.984573129408101,3.041908714548524,3.089934323971928,3.004240836234196,0.15865542824925483,0.16122233356372034,0.1564496571883035,5.046874763215075,5.122048050476157,4.984573129408101,3.041908714548524,3.089934323971928,3.004240836234196,True,True,True
39,3.9,0.315297883818654,0.3200743572616182,0.31786107071805575,-10.038188767425819,-10.175758320202943,-10.113408186093674,-6.048661248240453,-6.134394835328065,-6.096698734165295,64.38079462376052,64.29711703775762,64.34780381311545,0.15667165831375485,0.15883746322186557,0.16110710239087753,4.9879988714936925,5.050280378836373,5.125398489115192,3.005551886301435,3.0433043190140237,3.0910215300908925,0.15862622551074393,0.1612368990461938,0.15675397364410798,5.050189895932121,5.125477941366565,4.988009696978478,3.0431093619387406,3.091090516313766,3.005677204074124,True,True,True
40,4.0,0.3176992431376039,0.3228397573219047,0.31328150782295605,-10.107035685331857,-10.257578945291241,-9.98226418953481,-6.089082854521308,-6.185223884895655,-6.013679227310011,64.32939331288367,64.26309105786585,64.43052046641165,0.15884962156880694,0.16141987866095733,0.156640753911483,5.053517842665996,5.128789472645687,4.991132094767472,3.0445414272609024,3.092611942448075,3.006839613655253,0.15884962156880694,0.16141987866095733,0.156640753911483,5.053517842665996,5.128789472645687,4.991132094767472,3.0445414272609024,3.092611942448075,3.006839613655253,True,True,True
41,4.1,0.32303173101518057,0.3134671836464827,0.31788793137439053,-10.263885239488745,-9.9883996892745,-10.11325003926249,-6.188210864067953,-6.016579303220178,-6.092020473480529,64.2621271341927,64.42966448271748,64.32847221091562,0.16151586550758443,0.15673359182323546,0.1589439656871894,5.13194261974425,4.994199844637127,5.056625019631125,3.0941054320337575,3.008289651609869,3.0460102367400457,0.1615158655075844,0.15673359182323546,0.1589439656871894,5.131942619744249,4.994199844637127,5.056625019631125,3.0941054320337575,3.008289651609869,3.0460102367400457,True,True,True
42,4.2,0.3158592936758419,0.32064521445719635,0.3184273844931992,-10.056709310486838,-10.194535005137046,-10.132066583689785,-6.0574157709141305,-6.143279695717294,-6.105527223523682,64.37812947532203,64.29428993539378,64.34507503559068,0.1569505829787421,0.1591207502694762,0.1613941794943399,4.997200436800605,5.059599879131475,5.134855236911637,3.009901268161794,3.0477104056142896,3.0954999997742854,0.1589087107029352,0.1615244692180786,0.15703321033969408,5.059508873686256,5.134935126005597,4.99721134677817,3.047514502752835,3.095569290103501,3.0100272237498946,True,True,True
43,4.3,0.3208276766139739,0.3186083919673198,0.31603871451654225,-10.200203759484722,-10.137699505894469,-10.062300653807807,-6.146643997251416,-6.108870373499603,-6.060731352846735,64.29331119694507,64.34412798938149,64.37720589267724,0.16161638630908293,0.1571224594729589,0.15899899019928243,5.1377902666099,4.999989270724705,5.062322318876141,3.097265013366011,3.0116747508347372,3.049182768498354,0.15921129534280518,0.16148593784226511,0.15703972432308416,5.062413492875141,5.137710235170084,4.999978334931986,3.049378983886229,3.0971956226656903,3.0115485843492062,True,True,True
44,4.4,0.31878530758496415,0.3162140693278229,0.32100601530828526,-10.143032551162754,-10.067594355241706,-10.205570796284793,-6.112409971090563,-6.064241957037805,-6.150205903401997,64.3431632906467,64.37626575778368,64.29231538430054,0.16157562274276302,0.15712684548737252,0.1592997934012472,5.1404132601559915,5.002608330610993,5.06507736415465,3.0989907622777872,3.013292832538281,3.0511456506709895,0.15720969019668787,0.15908722384623328,0.1617062269522633,5.00261929100688,5.064986024630834,5.140493432130262,3.013419208813106,3.0509491244998532,3.0990602527313382,True,True,True
45,4.5,0.31860296765316687,0.3237594146553824,0.3141707802720469,-10.13515222797015,-10.28611107164626,-10.010022764098322,-6.105754977654481,-6.202171686246077,-6.0301402060667275,64.32462152691726,64.25808285235324,64.42606319617185,0.15930148382658846,0.1618797073276962,0.15708539013602843,5.067576113985142,5.143055535823198,5.00501138204923,3.0528774888274888,3.1010858431232853,3.015070103033611,0.15930148382658846,0.1618797073276962,0.15708539013602843,5.067576113985142,5.143055535823198,5.00501138204923,3.0528774888274888,3.1010858431232853,3.015070103033611,True,True,True
46,4.6,0.31877118549074435,0.32393065994439413,0.31433630063642704,-10.139870196984578,-10.290898644911028,-10.014680270388245,-6.1096728235063456,-6.2061531357587345,-6.034008943664984,64.32362059403826,64.25702811082758,64.4251216275415,0.15938559274536956,0.16196532997219446,0.15716815031821088,5.069935098492224,5.145449322455449,5.007340135194057,3.0548364117530915,3.1030765678792864,3.01700447183241,0.15938559274536956,0.16196532997219446,0.15716815031821088,5.069935098492224,5.145449322455449,5.007340135194057,3.0548364117530915,3.1030765678792864,3.01700447183241,True,True,True
47,4.7,0.31893495451474885,0.3240973985178954,0.3144974409509613,-10.144278351823894,-10.295371781286798,-10.019031775843484,-6.113779177976118,-6.210325818816768,-6.038063971909136,64.32260571557258,64.25595733245817,64.42416483575157,0.15946747725738192,0.16204869925895518,0.15724872047548816,5.072139175912073,5.147685890643525,5.009515887921867,3.0568895889883896,3.1051629094087136,3.0190319859548986,0.15946747725738192,0.16204869925895518,0.15724872047548816,5.072139175912073,5.147685890643525,5.009515887921867,3.0568895889883896,3.105162909408713,3.0190319859548986,True,True,True
